name,confidence,tags
Jack Daniels,high,vanilla|caramel|oak|spicy
Jack Daniel's Blackberry,high,fruity|caramel|vanilla
Jack Daniel's Bonded,high,spicy|oak|vanilla|caramel
Jack Daniel's & Coca-Cola,high,vanilla|caramel
Jack Daniel's Gentleman Jack,high,vanilla|caramel|floral
Jack Daniel's Honey,high,honey|vanilla|caramel
Jack Daniel's McLaren Edition,low,vanilla|caramel|oak
Jack Daniel's Old,high,vanilla|caramel|oak
Jack Daniel's Old No.7,high,vanilla|caramel|oak|spicy
Jack Daniel's Single Barrel,high,oak|spicy|caramel|vanilla
Jack Daniel's Tennessee Apple,high,fruity|caramel|vanilla
Jack Daniel's Tennessee Blackberry,high,fruity|caramel|vanilla
Jack Daniel's Tennessee Fire,high,spicy|caramel|vanilla
Jack Daniel's Tennessee Honey,high,honey|vanilla|caramel
Jack Daniel's Tennessee Old No.7,high,vanilla|caramel|oak
Jack Daniel's Tennessee Old №7,high,vanilla|caramel|oak|spicy
Jack Daniel's Triple Mash,high,spicy|caramel|oak|vanilla
James E. Pepper Batch 1,low,spicy|caramel|vanilla
James Kilton,unknown,
James King,unknown,
Jameson,high,fruity|floral|vanilla|spicy
Jameson Black Barrel,high,oak|vanilla|spicy|caramel
Jameson Caskmates,high,chocolate|caramel|vanilla
Jameson Caskmates IPA,high,citrus|spicy|floral
Jameson Caskmates IPA Edition,high,citrus|spicy|floral
Jameson Caskmates Stout Edition,high,chocolate|caramel|vanilla
Jameson Crested,low,fruity|honey|spicy|oak
Jameson Limited Reserve,low,fruity|oak|spicy
Jameson Orange,high,citrus|vanilla|caramel
Jameson Stout Edition,high,chocolate|caramel|vanilla
Jameson Triple Distilled,high,fruity|floral|vanilla
Jameson Triple Triple,high,sherry|vanilla|oak|spicy
James Wyld,unknown,
James Wyld Sherry Cask,low,sherry|fruity|oak
Japanese Muteki,unknown,
J&B Rare,high,floral|citrus|honey
Jefferson's,high,caramel|vanilla|oak
Jefferson's Ocean,high,maritime|caramel|oak|vanilla
Jericho Classic Selection The Lost Distillery,low,honey|floral|oak
Jericho Vintage Selection The Lost Distillery,low,honey|spicy|oak
Jim Bardett,unknown,
Jim Beam,high,spicy|oak|vanilla
Jim Beam Apple,high,fruity|caramel|vanilla
Jim Beam Black,high,caramel|vanilla|oak
Jim Beam Black Extra Aged,high,caramel|vanilla|oak
Jim Beam Devil's Cut,high,oak|caramel|vanilla
Jim Beam Double Oak,high,oak|vanilla|caramel
Jim Beam Honey,high,honey|vanilla|caramel
Jim Beam Peach,high,fruity|vanilla|caramel
Jim Beam Red Stag Black Cherry,high,fruity|vanilla|caramel
Jim Beam Red Starg,high,fruity|vanilla|caramel
Jim Beam Sunshine,unknown,
Jim Beam White,high,vanilla|caramel|oak
Jim Beam White Kentucky Staright,high,vanilla|caramel|oak
Jimsher Цинандалі,unknown,
Joe Got a Gun 20 Barrels Selection Batch 1,unknown,
Joe Got a Gun Single Barrel,unknown,
John Barr,low,honey|caramel|oak
John Barr Reserve,low,honey|oak|spicy
John Crabbie,low,honey|floral|oak
John Lee Straight American Old Reserve,unknown,
Johnnie Walker Black Label,high,smoky|honey|sherry|oak
Johnnie Walker Black label Icon,high,smoky|honey|oak
Johnnie Walker Blue Label,high,honey|fruity|oak|spicy
Johnnie Walker Blue label King George V,high,honey|fruity|sherry|oak
Johnnie Walker Blue Label Limited Edition,high,honey|fruity|vanilla|oak
Johnnie Walker Blue label Lunar NY Limited Edition Of The Snake,high,honey|caramel|oak|fruity
Johnnie Walker Double Black,high,smoky|oak|caramel
Johnnie Walker Gold Label Reserve,high,honey|vanilla|fruity|caramel
Johnnie Walker Gold Reserve,high,honey|vanilla|fruity
Johnnie Walker Gold Reserve Icon,high,honey|vanilla|caramel
Johnnie Walker Green Label,high,peated|smoky|maritime|fruity
Johnnie Walker Red Label,high,spicy|caramel|smoky
Johnnie Walker Red label Icon,high,spicy|caramel|smoky
Johnnie Walker Red Soul,low,spicy|caramel
Johnnie Walker XR,high,sherry|fruity|oak|spicy
Johnny Cree,unknown,
Johnny Drum Private Stock,high,oak|caramel|vanilla|spicy
Johnny Hepp Alsacien,unknown,
J.P. Wiser's Triple Barrel,high,caramel|vanilla|spicy|oak
J.P. Wiser's Tripple Barrel,high,caramel|vanilla|spicy
Jura,low,honey|floral|maritime
Jura Bourbon Cask,high,bourbon-cask|vanilla|honey|oak
Jura French Oak,low,oak|vanilla|spicy
Jura Journey,high,honey|vanilla|oak
Jura Journey + Jura + Jura,low,honey|vanilla|oak
Jura Journey + Jura + Jura Rum Cask Finish,low,honey|fruity|vanilla
Jura Red Wine,low,fruity|oak|spicy
Jura Red Wine Cask Finish,low,fruity|oak|spicy
Jura Rum Cask,low,fruity|honey|vanilla
Jura Rum Cask Finish,low,fruity|honey|vanilla
Jura Seven Wood,low,oak|vanilla|caramel
Jura Winter Edition,low,spicy|oak|caramel
Jura Winter Edition Sherry Cask Finish,low,sherry|spicy|oak
J&W Hardie Talisman,unknown,
Kamiki Original,low,floral|honey|vanilla
Karuizawa Artist #13 1999,low,sherry|fruity|spicy|oak
Kavalan,high,fruity|honey|vanilla|oak
Kavalan Dastillery Select №1,high,fruity|honey|vanilla|bourbon-cask
Kavalan Distillery Select №1,high,fruity|honey|vanilla|bourbon-cask
Kavalan Distillery Select №2,high,sherry|fruity|chocolate|spicy
Kavalan Ex-Bourbon Oak,high,bourbon-cask|vanilla|caramel|oak
Kavalan Ex-Sherry Oak,high,sherry|fruity|caramel|oak
Kavalan King Car,low,honey|vanilla|caramel
Kavalan Lan,unknown,
Kavalan Podium,high,fruity|honey|vanilla|spicy
Kavalan Port Cask,high,fruity|caramel|spicy|oak
Kavalan Port Cask Finish,high,fruity|honey|spicy|oak
Kavalan Triple Sherry Cask,high,sherry|fruity|chocolate|caramel
Kavalan Triple Sherry Cask Taiwan,high,sherry|chocolate|caramel|oak
Kentucky Jack,unknown,
Kentucky Vintage,high,caramel|vanilla|oak|spicy
Kentucky Walker,unknown,
Kilbeggan,high,honey|vanilla|floral|oak
Kilbeggan Traditional,high,honey|floral|vanilla|caramel
Kilchoman Islay 14th Edition,low,peated|smoky|floral
Kilchoman Islay 15th Edition,low,peated|smoky|fruity
Kilchoman Loch Gorm,high,peated|smoky|sherry|fruity
Kilchoman Machir Bay,high,peated|smoky|vanilla|honey
Kilchoman New Oak Single Cask Finish,low,peated|smoky|oak
Kilchoman Port Cask Matured,low,peated|caramel|fruity
Kilchoman PX Sherry Cask Matured,low,peated|smoky|sherry
Kilchoman Sanaig,high,peated|smoky|sherry|nutty
Kilchoman Sauternes Cask Finish,low,peated|smoky|fruity|honey
Kilchoman Sherry Cask Matured,high,peated|sherry|honey|oak
Kilkerran,low,fruity|oak|maritime
Kilkerran Heavily Peated,high,peated|smoky|maritime|spicy
King Charles,low,caramel|vanilla|oak
King Robert II,low,caramel|honey|spicy
Kingsbarns,low,fruity|floral|vanilla
Kingsbarns Balcomie,high,fruity|floral|vanilla|honey
Kingsbarns Coaltown,unknown,
Kingsbarns Doocot,low,fruity|spicy|caramel
Kingsbarns Falkland,unknown,
Kirkcowan,unknown,
Knappogue Castle,high,fruity|honey|vanilla|floral
Knob Creek,high,spicy|oak|caramel|vanilla
Knob Creek Original,high,caramel|vanilla|oak|honey
Knockando,low,floral|honey|oak
Knockando Vintage 1994,low,floral|honey|fruity
Koriyama,unknown,
Koval Millet Single Barrel,low,floral|honey|spicy
Koval Rye Bottled in Bond Single Barrel,low,spicy|floral|oak
Koval Rye Single Barrel,low,spicy|floral|caramel
Koval Single Barrel,low,caramel|vanilla|floral
Kurayoshi,low,sherry|fruity|honey
Kurayoshi Sherry Cask,high,sherry|fruity|chocolate|spicy
Kyro Malt Rye,low,spicy|fruity|oak
Kyro Oloroso Malt Rye,low,sherry|spicy|fruity
Kyro Peat Smoke Malt Rye,high,peated|smoky|spicy
Kyro Sauna Stories №2 Apricot Brandy Cask Finish,low,fruity|spicy|honey
Kyro Wood Smoke Malt Rye,high,smoky|spicy|oak
Label 5,low,caramel|oak|spicy
Label 5 Bourbon Barrel,low,vanilla|oak|spicy
Label 5 Classic Black,low,caramel|honey|oak
Label 5 Gold Heritage,low,honey|fruity|oak
Label 5 Premium Black,low,caramel|vanilla|spicy
Label 5 Premium Black + Gold Heritage,low,caramel|fruity|oak
Lagavulin,high,peated|smoky|maritime|chocolate
Lagavulin Distillers Edition,high,peated|sherry|smoky|chocolate
Lagavulin Distillers Edition Double Matured,high,peated|sherry|smoky|chocolate
Lagavulin Distillers Edition Release 2023,high,peated|sherry|smoky|chocolate
Lagavulin Special Release 2021,low,peated|maritime|spicy
Lagavulin Special Release 2023,low,peated|smoky|nutty
Lagavulin Special Release 2025,low,peated|smoky|citrus
Lagg Corriecravie,high,peated|fruity|floral
Lagg Kilmory,high,peated|smoky|honey
Lagg Small Batch Palo Cortado Finish,high,peated|sherry|nutty
Lakes Galaxia,unknown,
Lakes Nostalgia,unknown,
Lakes Resfeber,unknown,
Lakes Signature,low,fruity|honey|oak
Lakes Whiskymakers Reserve No.7,unknown,
Lambertus Founders Reserve,unknown,
Laphroaig,high,peated|smoky|maritime|oak
Laphroaig Four Oak,high,peated|smoky|oak|vanilla
Laphroaig Lore,high,peated|smoky|sherry|maritime
Laphroaig Oak Select,high,peated|oak|vanilla|caramel
Laphroaig PX,high,peated|sherry|smoky|honey
Laphroaig Quarter Cask,high,peated|smoky|spicy|oak
Laphroaig Select,high,peated|smoky|vanilla|caramel
Laphroaig Vintage 1998,low,peated|maritime|oak
Lauder's,low,vanilla|caramel|floral
Lauder's Finest,low,honey|floral|oak
Ledaig,high,peated|smoky|maritime
Ledaig Oloroso Sherry,high,peated|sherry|maritime
Ledaig Sinclair Series Rioja Cask Finish,high,peated|fruity|maritime
Ledaig Triple Wood,high,peated|sherry|smoky|oak
Legendary Scot,unknown,
Leopold Bros Peach,high,fruity|honey|caramel
Ley Seca,unknown,
Lighthouse,unknown,
Lighthouse Peated,low,peated|smoky|maritime|caramel
Linkwood Refill,low,floral|fruity|oak
Loch Lomond,low,fruity|honey|vanilla
Loch Lomond Classic,low,fruity|caramel|vanilla
Loch Lomond Cooper's Collection,low,caramel|oak|spicy
Loch Lomond Distiller's Choice,low,vanilla|caramel|honey
Loch Lomond Distiller's Choice Coffey Still,low,vanilla|honey|floral
Loch Lomond Glenshiel Deluxe Highland,low,caramel|oak|honey
Loch Lomond Inchmoan,high,peated|fruity|oak
Loch Lomond Inchmurrin,high,fruity|floral|vanilla
Loch Lomond Oloroso Sherry Cask,high,sherry|fruity|chocolate
Loch Lomond Open Special Edition (Chardonnay cask),low,floral|citrus|fruity
Loch Lomond Original,low,fruity|vanilla|oak
Loch Lomond Peated,high,peated|smoky|caramel
Loch Lomond Peated Rioja Cask,high,peated|fruity|spicy
Loch Lomond Reserve,low,honey|oak|vanilla
Loch Lomond Signature,low,fruity|caramel|oak
Loch Lomond Single Cask,low,oak|spicy|fruity
Loch Lomond Steam & Fire,low,peated|spicy|oak
Loch Lomond The Open,low,fruity|floral|honey
Loch Lomond The Open Special Edition,low,honey|floral|oak
London Square,low,caramel|spicy|floral
Longbranch Wild Turkey,high,caramel|vanilla|oak|nutty
Longmorn,low,fruity|honey|oak
Longmorn Vintage 1991,low,fruity|sherry|oak
Longrow,high,peated|smoky|nutty|oak
Lord Elcho,low,fruity|honey|floral
Lord Elcho Premium,low,honey|fruity|oak
Lord Moisans,unknown,
Lossit Classic Selection The Lost Distillery,low,peated|maritime|floral
Lost Monarch Blend Redwood Empire,low,caramel|spicy|vanilla
Lot 40 Rye,high,spicy|fruity|oak|vanilla
Lothaire,unknown,
LOT NO. 40 Rye Copper Pot Distilled,high,spicy|fruity|caramel|oak
Lou Gal French,unknown,
Luxco The Quiet Man,low,vanilla|honey|oak|fruity
Luxco The Quiet Man Superior Irish Blend,low,honey|vanilla|oak
Macallan,high,sherry|fruity|chocolate|oak
Macallan A Night on Earth,high,sherry|fruity|spicy|vanilla
Macallan Classic Cut,high,sherry|caramel|fruity|oak
Macallan Fine & Rare 1937,low,sherry|oak
Macallan The Harmony Collection Amber Meadow,high,honey|floral|vanilla|oak
Macallan The Harmony Collection Intense Arabica,high,chocolate|spicy|oak|caramel
Macallan The Harmony Collection Phoenix Honey Orchid Tea,high,honey|floral|fruity|oak
MacArthur's,low,caramel|oak
Macduff,low,floral|fruity|oak
Macduff Bastardo,low,fruity|spicy|oak
Macduff Koval,low,spicy|nutty|oak
Macduff - The First Editions,unknown,
Macduff Tokay,low,fruity|honey|oak
Machrie Moor,high,peated|smoky|fruity|oak
Machrie Moor Cask Strength,high,peated|smoky|oak|spicy
MacIntyre's Drop,unknown,
Mackmyra Bjorksav,low,fruity|floral|oak
Mackmyra Moment Tolv,low,fruity|spicy|vanilla
Mac-Talla Flora Lightly Peated Morrison,high,peated|smoky|floral|fruity
Mac-Talla Flora Peated,high,peated|smoky|floral|maritime
Mac-Talla Mara Cask Strength Morrison,high,peated|smoky|maritime|oak
Mac-Talla Strata Morrison,high,peated|smoky|oak|spicy
Mac-Talla Terra Classic Morrison,high,peated|smoky|oak|nutty
Maen,unknown,
Maison Des Futailles Spicebox,high,spicy|caramel|vanilla|oak
Maison des Futailles Spicebox Canadian Spiced,high,spicy|caramel|vanilla
Maison des Futailles Spicebox Chocolat,high,chocolate|spicy|caramel
Maison des Futailles Spicebox Cinnamon,high,spicy|caramel|honey
Maison des Futailles Spicebox Ginger Bread,high,spicy|caramel|nutty
Maison des Futailles Spicebox Pumpkin,high,spicy|vanilla|nutty
Maker's Mark,high,vanilla|caramel|oak|honey
Maker's Mark 46,high,vanilla|caramel|oak|spicy
Malt,unknown,
Malt B,unknown,
Maltbarn Ben Nevis 2012,low,fruity|oak|nutty
Maltbarn Blair Athol 1988,low,sherry|fruity|oak
Maltbarn Craigellachie 2007,low,sherry|nutty|oak
Maltbarn Inchgower 1997,low,maritime|oak|fruity
Malt & Grain,unknown,
Manhattan,unknown,
Mannochmore,low,floral|fruity|oak
Mannochmore Flora and Fauna,high,floral|fruity|vanilla
Marc de Champagne,unknown,
Mars Cosmo,low,fruity|floral|oak
Mars Cosmo Manzanilla Cask Finish,high,sherry|nutty|citrus
Mars Cosmo Wine Cask Finish,high,fruity|spicy|oak
Mars Kasei,low,fruity|oak|vanilla
Mars Komagatake 2022,low,fruity|oak|spicy
Mars Komagatake Edition 2019,low,fruity|vanilla|oak
Mars Komagatake Shinshu Aging #3989,low,fruity|honey|oak
Mars The Y.A #1,unknown,
Mars Tsunuki,low,fruity|honey|vanilla
Mars Tsunuki Peated,high,peated|smoky|fruity
Mars Tsunuki Yakushima Aging #2082,low,fruity|caramel|oak
Masahiro Oloroso Sherry Cask,low,sherry|fruity|oak
Mash Cut,unknown,
Masterson's,high,spicy|oak|nutty
Masthouse Column Distilled,low,citrus|oak
Matsui Mizunara Cask,high,spicy|oak|vanilla
Matsui The Peated,high,peated|smoky|oak
Matt D'Arcy,unknown,
McClelland's,unknown,
McConnell's,low,fruity|vanilla|oak
McConnell's Restoring the Legend,low,fruity|vanilla|oak
McConnell's Sherry Cask,high,sherry|fruity|oak
McConnell's Sherry Cask Finish,high,sherry|fruity|oak
McGibbon's Ribbon,unknown,
McIvor,unknown,
McIvor Finest,unknown,
McKintrye's Club & Casino,unknown,
Meikle Toir The Chinquapin,low,vanilla|spicy|oak
Meikle Toir The Original,unknown,
Meikle Toir The Sherry,low,sherry|fruity|oak
Mellow Corn,high,caramel|vanilla|oak
Method and Madness,low,oak|spicy|vanilla
M&H Elements,low,fruity|honey|oak
M&H Elements Peated Malt,high,peated|smoky|oak
M&H Elements Red Wine Cask,high,fruity|spicy|oak
M&H Elements Sherry Cask,high,sherry|fruity|oak
Michter's,high,spicy|oak|honey
Michter's Barrel Strength Rye,high,spicy|nutty|vanilla
Michter's Sour Mash,high,caramel|vanilla|spicy
Michter's Unblended,low,vanilla|oak|honey
Midleton Barry Crockett,high,fruity|vanilla|oak|spicy
Midleton Barry Crockett Legacy,high,fruity|vanilla|oak|spicy
Midleton Very Rare,high,fruity|vanilla|honey|oak
Midleton Very Rare 40th Anniversary,low,fruity|vanilla|oak
Midleton Very Rare Barry Crockett Legacy,high,fruity|vanilla|oak|spicy
Miltonduff 1990 - The First Editions,low,fruity|floral|oak
Miltonduff Vintage 1990,low,fruity|floral|oak
Minor Case Rye Sherry Cask Finish,high,sherry|spicy|fruity
Misaki,unknown,
Mitchells Green Spot,high,fruity|spicy|oak|vanilla
Mitchell&Son Yellow Spot,high,fruity|spicy|oak
Mitchells Yellow Spot,high,fruity|spicy|oak
Mizen Head,unknown,
Monkey Shoulder,high,honey|vanilla|fruity|oak
Monkey Shoulder Smokey,high,smoky|peated|honey|vanilla
Monkey Shoulder Smokey Monkey,high,smoky|peated|honey|vanilla
Monologue Tomintoul,low,floral|honey|oak
Moonshine Runners,unknown,
Morris,low,fruity|caramel|oak
Morris Muscat Barrel,high,fruity|honey|floral
Morrison&Mackay Old Perth Original,low,sherry|fruity|oak
Morris Port Barrel,high,fruity|chocolate|oak
Morris Sherry Barrel,high,sherry|nutty|oak
Morris Smoked Muscat Barrel,high,peated|smoky|honey|fruity
Morris Tokay Barrel,high,honey|fruity|caramel
Mortlach,high,sherry|fruity|nutty|oak
Mortlach Vintage 1991,low,sherry|nutty|fruity
Mortlach Vintage 1996,low,sherry|spicy|oak
Mossburn Island,low,maritime|fruity|floral
Mossburn №1 Vintage Casks,unknown,
Mossburn Speyside,low,fruity|floral|honey
Mossburn Vintage Casks №11 Benrinnes,low,fruity|nutty|oak
Mossburn Vintage Casks №16 Mannochmore,low,floral|fruity|vanilla
Mossburn Vintage Casks No18 Fettercairn,low,fruity|honey|oak
Mossburn Vintage Casks No 19 Glen Elgin,low,honey|floral|oak
Mossburn Vintage Casks No25 Ardmore,low,peated|smoky|oak
Mossburn Vintage Casks No26 Glenrothes,low,sherry|fruity|spicy
Mossburn Vintage Casks №8 Dufftown,low,nutty|fruity|oak
Murray McDavid Air Leth (Bowmore Caol ila Laphroaig North British) 1988,high,peated|smoky|maritime|oak
Murray McDavid Alainn (Bowmore Laphroaig) 1989 Sherry,high,peated|smoky|sherry|maritime
Murray McDavid Cult of Islay (Bowmore Laphroaig North British) 1989 Sherry,high,peated|smoky|sherry|fruity
Murray McDavid Loch Ile (Bowmore Laphroaig Loch Lomond) 1996 1st fill Madeira,high,peated|smoky|fruity|maritime
Muteki,unknown,
Naked Grouse,high,sherry|fruity|oak|spicy
Naked Malt Highland Distillers,low,sherry|honey|fruity
Nc'nean Organic,low,floral|fruity|citrus
Neidhal,unknown,
New Riff Bottled in Bond,high,spicy|oak|caramel|citrus
New Riff Malted Rye,low,floral|spicy|vanilla
New Riff Single Barrel Strength,low,caramel|oak|spicy
New York Distilling Company Rye Batch,low,spicy|oak
Nikka Coffey Grain,high,vanilla|caramel|bourbon-cask|fruity
Nikka Coffey Malt,high,fruity|honey|floral|vanilla
Nikka Coffey Malt + Nikka Coffey Grain + Джин Nikka Coffey Gin,unknown,
Nikka Days,high,floral|fruity|vanilla
Nikka From The Barrel,high,spicy|caramel|oak|fruity
Nikka From The Barrel Extra Marriage,low,spicy|honey|oak
Nikka From The Barrel + Nikka Days + Nikka Taketsuru,unknown,
Nikka Frontier,unknown,
Nikka Miyagikyo,high,floral|fruity|honey
Nikka Miyagikyou,high,floral|fruity|honey
Nikka Nine Decades,low,sherry|oak|caramel
Nikka Super,low,fruity|caramel|vanilla
Nikka Super Rare Old,low,sherry|caramel|honey
Nikka Tailored,low,fruity|vanilla
Nikka Taketsuru,high,sherry|fruity|floral
Nikka Taketsuru Non Age,low,floral|honey|oak
Nikka The Grain,low,vanilla|caramel|oak
Nikka Yoichi,high,peated|smoky|maritime|sherry
Noah's Mill,high,caramel|vanilla|spicy|oak
Noble Rebel Hazelnut Harmony,unknown,
Noble Rebel Orchard Outburst,unknown,
Noble Rebel Smoke Symphony,unknown,
Nobushi,unknown,
North British,low,caramel|oak|honey
Oakeshott,unknown,
Oak & Palomino & Oxidation & Sitting,unknown,
Oban,high,maritime|citrus|honey|oak
Oban Distillers Edition,high,sherry|citrus|maritime|oak
Oban Little Bay,high,maritime|honey|oak|caramel
Oban Special Release 2023,low,maritime|citrus|oak
Oban Special Release 2025,low,maritime|honey|oak
O'Brian,unknown,
O'Brian Fauconnier,unknown,
Octomore 13.3,high,peated|smoky|citrus|vanilla
Octomore 15.2,high,peated|smoky|maritime|oak
Octomore 16.1,high,peated|smoky|vanilla|oak
Octomore 16.3,high,peated|smoky|fruity|oak
O'Dohertys,unknown,
Old Ballantruan,high,peated|smoky|oak|spicy
Old Barny,unknown,
Old Comber,low,spicy|fruity|oak
Old Glasgow,unknown,
Old Malt Cask Auchentoshan,low,floral|citrus|vanilla
Old Malt Cask Blair Athol,low,honey|sherry|spicy
Old Perth,low,sherry|fruity|spicy
Old Perth Cask Strength,low,sherry|spicy|oak
Old Perth Double Sherry Wood,low,sherry|chocolate|fruity
Old Perth Original,low,sherry|honey|caramel
Old Pulteney,high,maritime|honey|vanilla|bourbon-cask
Old Pulteney Coastal Series Pineau Des Charentes,low,maritime|fruity|floral
Old Pulteney Coastal Series Port Finish,low,maritime|fruity|oak
Old Pulteney Flotilla,low,maritime|honey|vanilla
Old Pulteney Flotilla 2010,low,maritime|caramel|oak
Old Pulteney Harbor,low,maritime|honey|bourbon-cask|vanilla
Old Pulteney Huddart,low,maritime|fruity|spicy
Old & Rare Allt-a-Bhainne Old&Rare,low,floral|vanilla|oak
Old & Rare Arran,low,fruity|vanilla|maritime
Old & Rare Bunnahabhain,low,sherry|honey|nutty
Old & Rare Dufftown,low,nutty|caramel|oak
Old & Rare Glen Garioch,low,spicy|honey|oak
Old & Rare Glenturret,low,floral|honey|oak
Old & Rare Higland Park,low,honey|floral|peated
Old Smitty's,unknown,
Old Smuggler,low,caramel|vanilla|oak
Old Style White,unknown,
Old Tullymet,unknown,
Old Virginia,unknown,
Old Woody,unknown,
O'Liam,unknown,
O'Neills,unknown,
O'Neills Port Cask Finished,unknown,
O'Neills Rum Cask Finished,unknown,
O'Neills Smooth Blend,unknown,
Onikishi Deadly Sakura,unknown,
Onikishi Demon Knight,unknown,
Orange Jameson,high,citrus|vanilla|caramel
Original Scottish Leader,low,honey|vanilla|oak
Paddy,low,fruity|honey|vanilla
Paddy Old,low,oak|honey|spicy
Parker's Heritage Collection,low,caramel|spicy|fruity
Paul John,low,fruity|honey|spicy
Peat Chimney,high,peated|smoky|oak
Peat Chimney Wemyss Malts,high,peated|smoky|spicy
Peat's Beast Cask Strength,high,peated|smoky|maritime
Peat's Beast PX Sherry,high,peated|sherry|smoky
Peat's Beast Unchillfiltered,high,peated|smoky|caramel
Penderyn Celt,low,vanilla|fruity|oak
Penderyn Hiraeth,low,honey|vanilla|floral
Penderyn Legend,low,citrus|honey|vanilla
Penderyn Myth,low,fruity|citrus|vanilla
Penderyn Peated,high,peated|smoky|vanilla
Penderyn Small Batch Edition 2022,low,fruity|floral|oak
Penelope Barrel Strength,low,caramel|vanilla|spicy
Penelope Four Grain,low,caramel|spicy|fruity
Penelope Toasted,low,caramel|vanilla|oak
PennyPacker,unknown,
Pickup Truck,unknown,
Pike Creek,low,caramel|oak|vanilla
Pike Creek Finished in Rum Barrels,low,fruity|vanilla|caramel
Pikesville,high,spicy|oak|caramel
Pipe Dream Redwood Empire,low,vanilla|oak|honey
Platte Walley Corn,unknown,
Pokeno Discovery,unknown,
Pokeno Moscatel Cask,low,fruity|floral|honey
Pokeno Origin,unknown,
Pokeno Revelation,unknown,
Poli Segretario di Stato,unknown,
Port Askaig,high,peated|smoky|maritime
Port Cask American Virginia Distillery Company,low,fruity|chocolate|oak
Port Charlotte,high,peated|maritime|oak
Port Charlotte Bruichladdich,high,peated|smoky|oak
Port Charlotte Islay Barley,high,peated|smoky|citrus
Port Charlotte Scottish Barley,high,peated|smoky|spicy
Powers Gold Label,high,spicy|honey|vanilla
Powers John's Lane,high,sherry|bourbon-cask|spicy|fruity
Powers Three Swallow,low,honey|spicy|oak
Prologue Bourbon Casks,unknown,
Prologue Peated Small Batch №2,low,peated|smoky
Proper No. Twelve,high,vanilla|honey|caramel
Proper № Twelve,high,vanilla|honey|caramel
Proper Twelve Apple,high,fruity|vanilla|caramel
Puni,low,fruity|spicy|oak
Pure Kentucky XO,low,caramel|vanilla|oak
Quality House Old Style White,unknown,
Rabbit Hole Cavehill,low,fruity|caramel|oak|spicy
Rabbit Hole Heigold,low,honey|caramel|vanilla
Ragtime Rye,low,spicy|oak|caramel
Rare Breed Wild Turkey,high,spicy|caramel|vanilla|oak
Redbreast,high,sherry|fruity|spicy|nutty
Redbreast Cask Strength,high,sherry|spicy|oak|fruity
Redbreast Lustau,high,sherry|fruity|nutty|oak
Redbreast Lustau edition,high,sherry|nutty|fruity|honey
Redbreast Pedro Ximenez Edition,high,sherry|chocolate|fruity|spicy
Red Label Johnnie Walker,high,smoky|spicy|caramel|citrus
Red Label Scots Gold,low,caramel|spicy|oak
Remus Highest Rye,low,spicy|caramel|oak
Reservoir,low,spicy|oak
Reservoir Distillery Batch 1,unknown,
Restless Pony,unknown,
Restless Pony Original,unknown,
Rittenhouse Rye,high,spicy|oak|caramel
Robert Burns,low,fruity|honey|oak
Robert Burns Blend,low,fruity|caramel|oak
Roe & Co,low,vanilla|spicy|caramel
Roseisle Special Release 2024,low,fruity|vanilla|oak
Rowan's Creek,low,caramel|vanilla|oak
Rowan's Creek Kentucky,low,caramel|honey|oak
Royal Brackla,high,fruity|floral|oak|spicy
Royal Lochnagar,high,honey|floral|oak|fruity
Royal Lochnagar Vintage 1997,low,honey|oak|fruity
Royal Salute,high,sherry|honey|fruity|oak
Royal Salute 62 Gun Salute,high,sherry|fruity|caramel|oak
Royal Salute Chivas Regal,low,sherry|honey|vanilla|oak
Royal Salute The Miami Polo Edition,low,sherry|fruity|honey
Royal Salute The Polo Edition Rio,low,sherry|fruity|oak
Royal Stag Deluxe,low,caramel|vanilla|spicy
Rozelieures Rare Collection,low,fruity|floral|oak
Rozelieures Subtil Collection,low,fruity|floral|honey
Rum Extra Chivas Regal,low,fruity|honey|vanilla|caramel
Ruotker's Oloroso Sherry Cask,high,sherry|fruity|oak|spicy
Ruotker's Ruediger,unknown,
Saint Bernard,unknown,
Sam Barton,unknown,
Samuel Gelston's,low,honey|vanilla
Sazerac,high,spicy|oak|caramel
Scapa,high,fruity|honey|oak|vanilla
Scapa Glansa,high,peated|honey|fruity|vanilla
Scapa Skiren,high,fruity|vanilla|oak|honey
Scarabus,low,peated|smoky|maritime
Scarabus Batch Strength,low,peated|smoky|oak
Scots Earl,unknown,
Scots Gold,low,caramel|oak
Scots Gold Black Label,low,caramel|oak|nutty
Scots Gold Red Label,low,caramel|spicy|honey
Scottish Collie,unknown,
Scottish Deer,unknown,
Scottish Glory,unknown,
Scottish Leader,low,honey|caramel|oak
Scottish Leader Original,low,honey|oak|vanilla
Scottish Leader Sherry Cask,low,sherry|honey|oak
Scottish Piper Finest,unknown,
Scyfion Aultmore 2006,low,floral|honey|citrus
Scyfion Aultmore 2006 Tequila Cask,low,citrus|fruity|spicy
Scyfion Benriach 2008 Vin Santo Cask Finished,low,fruity|honey|oak
Scyfion Burnside 1999 Oksamyt of Ukraine Cask Finished,low,fruity|oak|spicy
Scyfion Caol Ila 2007 Banyuls Cask Finished,low,peated|maritime|fruity|smoky
Scyfion Dailuaine 2007,low,sherry|nutty|oak
Scyfion Dailuaine 2007 Calvados Cask,low,fruity|spicy|caramel
Scyfion Dufftown 2008 Armagnac Cask,low,fruity|nutty|spicy
Scyfion Fettercairn 2007 Dalmatian Prosek Cask Finished,low,fruity|honey|floral
